Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,Distance,Rank
NVDA,NVIDIA Corporation,1.0,0.4518175821979716,1.0,1.0,0.1482818728351163,0.0980210031925723,0.3907387951756199,1.0,0.12579744955533168,1
MSFT,Microsoft Corporation,0.3504273504273504,1.0,0.983980203876144,0.9839802038761444,0.3287955117193364,0.3370848949159112,0.3776609177110546,0.1062978726178163,0.15572477227956202,2
GOOG,Alphabet Inc.,0.3449328449328449,0.9048492277211422,0.7122634667205335,0.7122634667205333,0.1639575141619785,0.1434864237879461,0.2211629083161464,0.0888534260860248,0.1800997934209713,3
AMZN,"Amazon.com, Inc.",0.3199023199023199,0.818390239713908,0.7163374192279366,0.7163374192279361,0.1633010008708386,0.1690152122630297,0.2771566310233845,0.1826673309045196,0.18206682774923066,4
META,"Meta Platforms, Inc.",0.3681318681318681,0.5829207917485197,0.4467075096546494,0.4467075096546491,0.4993323866756864,0.4560472132082749,0.4562687238128313,0.0706128345765843,0.20260372223807166,5
TSLA,"Tesla, Inc.",0.3003663003663003,0.103130263153628,0.4084826098264515,0.408482609826452,0.6250238612945415,0.3248331665503919,0.3485513627423445,0.4361726517300195,0.24816687436420282,6
V,Visa Inc.,0.3241758241758242,0.1884401034356961,0.1847797498054964,0.1847797498054964,0.1631560846278193,0.2427375693768732,0.373243507445114,0.0318641878653606,0.2745498842879097,7
NFLX,"Netflix, Inc.",0.3443223443223443,0.0793672899056767,0.1159259169414439,0.1159259169414442,0.659695506157845,0.710333215404729,0.3701982444606373,0.0132500423514372,0.2821541470875376,8
ORCL,Oracle Corporation,0.2948717948717949,0.1653833842096442,0.1420364860149593,0.1420364860149586,0.1133655398211484,0.1257218129956843,0.3697341113727982,0.0375938488195799,0.28864985073643357,9
RTX,RTX Corporation,0.5531135531135531,0.0982352543263046,0.0449795476817764,0.0449795476817766,0.0416333997934982,0.0836916698822615,0.3704874210511839,0.024481519335717,0.28923011750251276,10
ABBV,AbbVie Inc.,0.2759462759462759,0.1932187227918861,0.0921378643296004,0.0921378643296004,0.1316908638486383,0.1305643621831785,0.3622563911663357,0.0310275106901931,0.2962249822258021,11
CRM,"Salesforce, Inc.",0.304029304029304,0.0747712352590548,0.0977877977073573,0.0977877977073568,0.3324659328437853,0.2635793608266684,0.4051938130145868,0.0285126811532278,0.29665223053504974,12
PGR,Progressive Corporation (The),0.4157509157509158,0.085522786203733,0.04058680747487,0.0405868074748696,0.1363561704375897,0.1813300398700817,0.3702971731291509,0.0108022538382741,0.29771363072800006,13
TDG,Transdigm Group Incorporated,0.3626373626373626,0.0350802284505901,0.0196809241597175,0.0196809241597175,1.0,1.0,0.3697678358076559,0.0009938546513526,0.29788859182205696,14
EQIX,"Equinix, Inc.",0.3681318681318681,0.0311882772237182,0.025060104499765,0.0250601044997645,0.3607140293356783,0.725095165845672,0.3812759154002356,0.0016142123168975,0.29802484418148295,15
AXON,"Axon Enterprise, Inc.",0.4462759462759463,0.0081338410340824,0.0125149922685241,0.0125149922685244,0.6203888274426314,0.4912573872343005,0.3620481067781157,0.0056856069352673,0.2987197861530248,16
ISRG,"Intuitive Surgical, Inc.",0.3559218559218559,0.0250218286816418,0.0546257698157567,0.054625769815757,0.3161341727231045,0.4062672411054819,0.3698340850826404,0.0055023275636387,0.2994306520435543,17
CVX,Chevron Corporation,0.2136752136752136,0.29004963856957,0.0752523343846776,0.0752523343846768,0.0394773450540275,0.1045265486515951,0.3751084414173202,0.0710213656710938,0.2999721604582841,18
CMCSA,Comcast Corporation,0.2924297924297924,0.2779975970921855,0.0423102568971145,0.0423102568971132,0.0166728655116803,0.021763817005093,0.3820092231702595,0.1017485355109606,0.3002583141761407,19
T,AT&T Inc.,0.2496947496947497,0.3179068146080967,0.0474707503684534,0.0474707503684533,0.0,0.0095757984570821,0.3717428700638259,0.1725705757410133,0.3014296510400458,20
MRK,"Merck & Company, Inc.",0.2796092796092796,0.173565965476056,0.0732294733833694,0.0732294733833685,0.0324247058987799,0.0691920777146505,0.3565759954016447,0.0556743282315347,0.30166112904554465,21
ANSS,"ANSYS, Inc.",0.4432234432234432,0.0128825709771303,0.0068713052383531,0.0068713052383522,0.1830814876234477,0.2590312746222037,0.3757973225920794,0.0018433363176225,0.30429338602080414,22
MCD,McDonald's Corporation,0.2692307692307693,0.1075052172793524,0.0615973905253348,0.0615973905253347,0.1456479712371939,0.2229293559302719,0.375202865193369,0.0150250771215979,0.3045537410568768,23
PM,Philip Morris International Inc,0.304029304029304,0.1180916690107066,0.0565547962425335,0.056554796242533,0.0501429266383078,0.0897455240749842,0.3841884002446584,0.0233160581846016,0.30495503532321283,24
WELL,Welltower Inc.,0.4285714285714285,0.0281171149446491,0.0214591597740351,0.0214591597740352,0.057173536811843,0.0901417512206013,0.3713487584721148,0.015730770624281,0.30639719654168046,25
DIS,Walt Disney Company (The),0.2753357753357753,0.1286381102321147,0.0595132207514663,0.0595132207514661,0.0499033022338705,0.0801580719477647,0.3713849910369607,0.0441635968506864,0.3066723825329817,26
FDX,FedEx Corporation,0.3376068376068376,0.0859722862588838,0.0180561209905134,0.018056120990512,0.5223927777892436,0.2096319049942427,0.3691010500788859,0.0075939271488556,0.3070226416835702,27
VRTX,Vertex Pharmaceuticals Incorpor,0.3235653235653236,0.0391431572033278,0.0289615060101308,0.0289615060101305,0.2917026522284134,0.3052257077918606,0.3951174823454296,0.0056655563729103,0.30730269701844204,28
APH,Amphenol Corporation,0.4126984126984127,0.0328858396689583,0.0237314142906106,0.0237314142906108,0.0430632346936833,0.0475346397079819,0.4496204800853531,0.0305696322265467,0.3076931896734987,29
CME,CME Group Inc.,0.3656898656898657,0.037421539667898,0.0239942411860646,0.0239942411860647,0.0962962089513181,0.1800795705616414,0.3788436204394333,0.0099720702030303,0.3077475368859414,30
HCA,"HCA Healthcare, Inc.",0.300976800976801,0.1067887893265917,0.0212446736362927,0.0212446736362917,0.1633833758966638,0.2316717309659654,0.3708098869915938,0.0061556412385263,0.30782597039593174,31
PEP,"Pepsico, Inc.",0.2490842490842491,0.129816409322867,0.0615627593807111,0.0615627593807112,0.0573630096067998,0.1122657975035627,0.3869244148971354,0.0333352444243679,0.30786704247457697,32
CAT,"Caterpillar, Inc.",0.2271062271062271,0.1218592930894206,0.0515678616450334,0.0515678616450325,0.3201713665984506,0.2809224590237382,0.3815264857900618,0.0094256475009378,0.30789821348178376,33
UBER,"Uber Technologies, Inc.",0.3772893772893773,0.0318581069345806,0.0367295932743589,0.0367295932743577,0.0288590417673132,0.0395777558713049,0.3941192644002203,0.1241322004556665,0.3083085377432108,34
NDAQ,"Nasdaq, Inc.",0.4426129426129426,0.0250720149844424,0.0114485043200651,0.0114485043200647,0.0271778395013715,0.0530269496075441,0.3706234745885462,0.0129638308432913,0.3083314560616395,35
BSX,Boston Scientific Corporation,0.3705738705738706,0.0363530758322045,0.0377069849135469,0.0377069849135462,0.0436089697124466,0.0619581384823388,0.3805577085206611,0.0247978340539984,0.3085083048778371,36
O,Realty Income Corporation,0.4273504273504273,0.0394272415063101,0.011917450731515,0.0119174507315137,0.0278768560159129,0.0332926144589571,0.3872656860083368,0.0222410444581941,0.30881560766744626,37
PODD,Insulet Corporation,0.4096459096459097,0.0097876692157195,0.0035622559437601,0.0035622559437589,0.3078246063189533,0.2024509959868108,0.3597999592903105,0.0021682986687753,0.309065513976293,38
ABT,Abbott Laboratories,0.2826617826617826,0.0855358797399365,0.0580695728608844,0.0580695728608833,0.0516856237123047,0.0818694147418581,0.3783478374243881,0.0244479634887529,0.3090875862572751,39
TT,Trane Technologies plc,0.3223443223443223,0.0336488211757806,0.0236605841930051,0.0236605841930051,0.1742418559571697,0.2897938568462236,0.3699437210804238,0.005140903487608,0.3091158624844971,40
MSI,"Motorola Solutions, Inc.",0.3089133089133089,0.0297269979919529,0.0217400861459801,0.0217400861459794,0.2686300816050295,0.3629176724742058,0.3852296363654904,0.0049537696545162,0.3092162862040133,41
ICE,Intercontinental Exchange Inc.,0.3583638583638583,0.0472268256668095,0.0240997770858346,0.0240997770858339,0.0676056544979728,0.1103869115743946,0.3753676712121508,0.013841075156881,0.3095685996723461,42
LRCX,Lam Research Corporation,0.373015873015873,0.0425878222849671,0.0259428030027016,0.0259428030027014,0.0641865273240109,0.0482830824658446,0.3896445072366686,0.0554283667787724,0.3098509579025602,43
CLX,Clorox Company (The),0.4181929181929182,0.0167730535568633,0.004065333916456,0.0040653339164554,0.0334513623907678,0.1216533841372413,0.3635765320354904,0.0054140842763412,0.30997795486185387,44
